GEN,CPU,pop1_Generation,pop1_E,pop1_Mu,pop1_Lambda,pop1_Tau,pop1_Sigma,pop1_EvalCount,pop1_DuplicateCount,pop1_CacheCount,pop1_OpUse_replacementMutation,pop1_MAB_replacementMutation,pop1_AvgAge,pop1_AvgIndSize,pop1_Avg_f0,pop1_Best_f0,pop1_Worst_f0
0,0,0,7.60455,36,24,2,0.99,36,0,0,0,0,0,309,0.439121,0.486364,0.390663
1,1033,1,7.56369,36,24,1.9,0.99,60,0,0,24,0.708309,1,309,0.454545,0.493213,0.436916
2,1454,2,7.53569,36,24,1.81,0.99,84,0,0,24,0.724534,1.61111,309,0.46343,0.493213,0.445476
3,1870,3,7.50574,36,24,1.729,0.99,108,0,0,24,0.703285,2.16667,309,0.469175,0.493213,0.452436
4,2282,4,7.49376,36,24,1.6561,0.99,132,0,0,24,0.685797,2.38889,309,0.473597,0.493213,0.462243
5,2698,5,7.43885,36,24,1.59049,0.99,156,0,0,24,0.680597,2.69444,309,0.477474,0.493213,0.468822
6,3105,6,7.41263,36,24,1.53144,0.99,180,0,0,24,0.685467,2.91667,309,0.482119,0.493213,0.472477
7,3547,7,7.405,36,24,1.4783,0.99,204,0,0,24,0.672785,3.25,309,0.484118,0.493213,0.476298
8,3967,8,7.37619,36,24,1.43047,0.99,228,0,0,24,0.673773,3.66667,309,0.487783,0.511211,0.480813
9,4371,9,7.33818,36,24,1.38742,0.99,252,0,0,24,0.672243,3.61111,309,0.490722,0.512304,0.484163
10,4770,10,7.32923,36,24,1.34868,0.99,276,0,0,24,0.66673,3.44444,309,0.492216,0.512304,0.485261
11,5175,11,7.34842,36,24,1.31381,0.99,300,0,0,24,0.660954,2.94444,309,0.494078,0.512304,0.486486
12,5587,12,7.32946,36,24,1.28243,0.99,324,0,0,24,0.657711,3.22222,309,0.496332,0.512304,0.489842
13,6030,13,7.36144,36,24,1.25419,0.99,348,0,0,24,0.661141,2.83333,309,0.499828,0.515556,0.492205
14,6426,14,7.37264,36,24,1.22877,0.99,372,0,0,24,0.654983,3.08333,309,0.501724,0.516484,0.495495
15,6852,15,7.38422,36,24,1.20589,0.99,396,0,0,24,0.651144,3.47222,309,0.503572,0.527352,0.496659
16,7288,16,7.366,36,24,1.1853,0.99,420,0,0,24,0.646392,4.02778,309,0.505209,0.527352,0.497778
17,7726,17,7.38,36,24,1.16677,0.99,444,0,0,24,0.638649,4.05556,309,0.507367,0.527352,0.498891
18,8146,18,7.39807,36,24,1.15009,0.99,468,0,0,24,0.636825,4.02778,309,0.509397,0.527352,0.5
19,8576,19,7.40262,36,24,1.13509,0.99,491,0,1,24,0.629524,3.86111,309,0.510841,0.527352,0.502232
20,9035,20,7.4081,36,24,1.12158,0.99,515,0,1,24,0.622034,3.72222,309,0.51177,0.527352,0.503386
21,9473,21,7.39723,36,24,1.10942,0.99,539,0,1,24,0.618463,4.05556,309,0.513579,0.527352,0.506667
22,9918,22,7.38809,36,24,1.09848,0.99,563,0,1,24,0.616032,3.91667,309,0.515468,0.527352,0.510022
23,10378,23,7.42527,36,24,1.08863,0.99,587,0,1,24,0.617295,3.88889,309,0.517367,0.527352,0.512195
24,10805,24,7.40233,36,24,1.0842,0.892,611,0,1,24,0.610602,4.25,309,0.517794,0.527352,0.51236
25,11221,25,7.40544,36,24,1.07578,0.9018,634,0,2,24,0.613966,3.55556,309,0.520143,0.527594,0.515419
26,11661,26,7.38223,36,24,1.0682,0.91062,658,0,2,24,0.618461,3.16667,309,0.522144,0.52954,0.516704
27,12071,27,7.34386,36,24,1.06138,0.918558,682,0,2,24,0.621761,3.27778,309,0.525002,0.535948,0.52
28,12496,28,7.27243,36,24,1.05524,0.925702,706,0,2,24,0.622051,2.52778,309,0.526358,0.535948,0.521834
29,12909,29,7.16173,36,24,1.04972,0.932132,730,0,2,24,0.624938,2.63889,309,0.52834,0.538627,0.525275
30,13316,30,7.19571,36,24,1.04475,0.937919,754,0,2,24,0.628831,2.72222,309,0.529999,0.538627,0.527115
31,13723,31,7.20335,36,24,1.04027,0.943127,778,0,2,24,0.626057,3.11111,309,0.531469,0.546809,0.527594
32,14139,32,7.20359,36,24,1.03624,0.947814,802,0,2,24,0.628759,3.22222,309,0.533131,0.546809,0.528761
33,14557,33,7.18201,36,24,1.03262,0.952033,826,0,2,24,0.628395,2.86111,309,0.534923,0.546809,0.529801
34,14980,34,7.10483,36,24,1.02936,0.95583,850,0,2,24,0.63031,2.63889,309,0.537243,0.546809,0.533477
35,15401,35,7.05366,36,24,1.02642,0.959247,873,0,3,24,0.632816,2.80556,309,0.539886,0.550321,0.534783
36,15817,36,7.00793,36,24,1.02378,0.962322,896,0,4,24,0.632709,2.75,309,0.541665,0.550321,0.536797
37,16238,37,7.0091,36,24,1.0214,0.96509,920,0,4,24,0.634773,3.27778,309,0.543249,0.550321,0.538462
38,16656,38,7.07267,36,24,1.01926,0.967581,944,0,4,24,0.631724,3.19444,309,0.544593,0.550756,0.538793
39,16987,39,7.07645,36,24,1.01734,0.969823,968,0,4,24,0.629618,3.58333,309,0.545394,0.550756,0.54013
40,17239,40,7.05932,36,24,1.0156,0.97184,992,0,4,24,0.624346,4.30556,309,0.546319,0.553911,0.540948
41,17497,41,7.07724,36,24,1.01404,0.973656,1016,0,4,24,0.624396,3.91667,309,0.547434,0.55414,0.543524
42,17755,42,7.09249,36,24,1.01264,0.975291,1040,0,4,24,0.619165,4.44444,309,0.547635,0.55414,0.54371
43,18016,43,7.1529,36,24,1.01137,0.976762,1064,0,4,24,0.616774,4.5,309,0.549013,0.555076,0.545259
44,18268,44,7.17797,36,24,1.01024,0.978085,1088,0,4,24,0.615475,4.97222,309,0.549876,0.559322,0.54661
45,18519,45,7.18281,36,24,1.00921,0.979277,1112,0,4,24,0.613312,4.41667,309,0.550228,0.559322,0.546638
46,18795,46,7.17983,36,24,1.00829,0.882349,1136,0,4,24,0.608635,4.91667,309,0.550228,0.559322,0.546809
47,19048,47,7.17315,36,24,1.00746,0.893114,1160,0,4,24,0.608925,4.02778,309,0.551456,0.561181,0.547619
48,19309,48,7.13679,36,24,1.00672,0.902803,1184,0,4,24,0.610289,3.72222,309,0.552802,0.561181,0.548936
49,19555,49,7.11869,36,24,1.00604,0.911523,1207,0,5,24,0.611807,3.38889,309,0.55452,0.561181,0.550847
50,19802,50,7.11754,36,24,1.00544,0.91937,1231,0,5,24,0.613656,3.38889,309,0.556265,0.565126,0.552017
51,20067,51,7.06393,36,24,1.0049,0.926433,1255,0,5,24,0.614412,3.19444,309,0.557662,0.565126,0.553419
52,20336,52,6.97545,36,24,1.00441,0.93279,1279,0,5,24,0.616134,2.97222,309,0.559481,0.566038,0.556034
53,20586,53,6.90435,36,24,1.00397,0.938511,1303,0,5,24,0.614828,3.41667,309,0.560175,0.566038,0.557203
54,20846,54,6.93266,36,24,1.00357,0.94366,1326,0,6,24,0.614427,3.52778,309,0.561153,0.571726,0.557203
55,21095,55,6.98029,36,24,1.00321,0.948294,1350,0,6,24,0.613804,3.52778,309,0.562063,0.571726,0.558577
56,21387,56,6.98182,36,24,1.00289,0.952465,1374,0,6,24,0.611918,3.86111,309,0.562622,0.571726,0.559748
57,21646,57,6.98183,36,24,1.0026,0.956218,1398,0,6,24,0.6086,4.44444,309,0.562771,0.571726,0.56
58,21912,58,6.98961,36,24,1.00234,0.959596,1422,0,6,24,0.606448,5,309,0.563245,0.571726,0.560254
59,22171,59,6.9914,36,24,1.00211,0.962637,1446,0,6,24,0.605529,5.02778,309,0.564085,0.572314,0.560924
60,22434,60,6.99374,36,24,1.0019,0.965373,1470,0,6,24,0.606733,4.44444,309,0.565812,0.575569,0.561181
61,22702,61,6.9655,36,24,1.00171,0.967836,1494,0,6,24,0.60704,3.94444,309,0.567124,0.576132,0.562762
62,22960,62,6.96839,36,24,1.00154,0.970052,1518,0,6,24,0.603799,3.91667,309,0.567415,0.576132,0.563291
63,23257,63,6.95374,36,24,1.00138,0.972047,1542,0,6,24,0.603189,4.13889,309,0.568513,0.576132,0.564211
64,23511,64,6.92965,36,24,1.00124,0.973842,1565,0,7,24,0.602938,3.86111,309,0.569843,0.580579,0.564854
65,23809,65,6.93204,36,24,1.00112,0.975458,1589,0,7,24,0.603306,3.80556,309,0.570981,0.580579,0.566038
66,24062,66,6.89316,36,24,1.00101,0.976912,1613,0,7,24,0.601968,4,309,0.571836,0.580579,0.566596
67,24322,67,6.87972,36,24,1.00091,0.978221,1637,0,7,24,0.599814,4.33333,309,0.572277,0.580579,0.568421
68,24597,68,6.85979,36,24,1.00082,0.979399,1661,0,7,24,0.595836,4.88889,309,0.572535,0.580579,0.569328
69,24867,69,6.8784,36,24,1.00073,0.980459,1685,0,7,24,0.595906,5.11111,309,0.573586,0.583673,0.570231
70,25128,70,6.87794,36,24,1.00066,0.883413,1709,0,7,24,0.59345,5.27778,309,0.573398,0.583673,0.570231
71,25380,71,6.87577,36,24,1.0006,0.894072,1733,0,7,24,0.594637,4.13889,309,0.575276,0.589322,0.571429
72,25637,72,6.89271,36,24,1.00054,0.903665,1757,0,7,24,0.595863,4.11111,309,0.577721,0.592213,0.572327
73,25894,73,6.92656,36,24,1.00048,0.912298,1781,0,7,24,0.597072,3.16667,309,0.580273,0.592213,0.573805
74,26151,74,6.88116,36,24,1.00043,0.920068,1805,0,7,24,0.598951,2.5,309,0.583451,0.592213,0.576763
75,26399,75,6.87194,36,24,1.00039,0.927061,1829,0,7,24,0.599171,2.61111,309,0.585187,0.592213,0.580042
76,26665,76,6.87647,36,24,1.00035,0.933355,1853,0,7,24,0.600034,2.80556,309,0.587025,0.592213,0.582485
77,26919,77,6.85857,36,24,1.00032,0.93902,1877,0,7,24,0.599145,3.08333,309,0.587726,0.592213,0.583851
78,27175,78,6.85614,36,24,1.00028,0.944118,1901,0,7,24,0.597403,3.75,309,0.588385,0.592213,0.58502
79,27436,79,6.85809,36,24,1.00026,0.948706,1925,0,7,24,0.597001,4,309,0.589023,0.592213,0.585567
80,27699,80,6.8255,36,24,1.00024,0.948706,1949,0,7,24,0.595867,4.58333,309,0.589615,0.592213,0.586777
81,27975,81,6.82402,36,24,1.00022,0.952835,1973,0,7,24,0.593738,4.94444,309,0.589772,0.592213,0.587398
82,28261,82,6.7938,36,24,1.0002,0.956552,1997,0,7,24,0.592262,4.91667,309,0.590116,0.595092,0.587629
83,28534,83,6.81941,36,24,1.00018,0.959897,2021,0,7,24,0.592133,4.97222,309,0.59052,0.595092,0.588235
84,28791,84,6.82028,36,24,1.00016,0.962907,2045,0,7,24,0.590818,4.91667,309,0.590702,0.595092,0.588477
85,29038,85,6.85193,36,24,1.00014,0.965616,2069,0,7,24,0.58961,4.88889,309,0.591141,0.595092,0.588477
86,29287,86,6.8732,36,24,1.00013,0.968055,2093,0,7,24,0.588678,5.05556,309,0.591395,0.596349,0.588477
87,29540,87,6.89635,36,24,1.00012,0.970249,2117,0,7,24,0.586936,5.08333,309,0.591915,0.596349,0.588595
88,29797,88,6.91638,36,24,1.0001,0.972224,2141,0,7,24,0.58662,5.22222,309,0.592355,0.598377,0.588957
89,30066,89,6.94051,36,24,1.00009,0.974002,2165,0,7,24,0.584434,4.97222,309,0.592844,0.599182,0.589691
90,30334,90,6.93079,36,24,1.00008,0.975602,2189,0,7,24,0.584357,4.69444,309,0.593742,0.60161,0.590631
91,30612,91,6.95547,36,24,1.00008,0.977042,2213,0,7,24,0.584818,4.58333,309,0.594742,0.611222,0.591093
92,30872,92,6.95664,36,24,1.00007,0.978337,2237,0,7,24,0.583702,4.55556,309,0.595153,0.611222,0.591463
93,31154,93,6.9545,36,24,1.00006,0.979504,2261,0,7,24,0.582344,4.83333,309,0.595673,0.611222,0.591919
94,31429,94,6.9807,36,24,1.00006,0.980553,2285,0,7,24,0.580289,5,309,0.595897,0.611222,0.592213
95,31716,95,6.98238,36,24,1.00005,0.981498,2309,0,7,24,0.579244,4.97222,309,0.596587,0.611222,0.592213
96,32006,96,6.9849,36,24,1.00005,0.982348,2333,0,7,24,0.57922,4.58333,309,0.597458,0.611222,0.593047
97,32273,97,6.97345,36,24,1.00004,0.983113,2357,0,7,24,0.577456,5.11111,309,0.597628,0.611222,0.593117
98,32536,98,6.97594,36,24,1.00004,0.983802,2381,0,7,24,0.57684,5.02778,309,0.598076,0.611222,0.593939
99,32800,99,6.96583,36,24,1.00003,0.984422,2405,0,7,24,0.575397,5.41667,309,0.598637,0.611222,0.594262
100,33067,100,7.00254,36,24,1.00003,0.98498,2429,0,7,24,0.573983,5.02778,309,0.598857,0.611222,0.591002
101,33339,101,7.01075,36,24,1.00003,0.985482,2453,0,7,24,0.571967,5.08108,309,0.598632,0.611222,0.590535
102,33601,102,7.01679,36,24,1.00003,0.887933,2477,0,7,24,0.57114,5.21622,309,0.599313,0.611222,0.591002
103,33862,103,7.01556,36,24,1.00002,0.887933,2501,0,7,24,0.571222,4.7027,309,0.600168,0.611222,0.595483
104,34112,104,7.00978,36,24,1.00002,0.887933,2525,0,7,24,0.571531,4.37838,309,0.601928,0.611222,0.596386
105,34382,105,6.9559,36,24,1.00002,0.80014,2549,0,7,24,0.572084,4.08108,309,0.602583,0.611222,0.598377
106,34649,106,6.96264,36,24,1.00002,0.80014,2573,0,7,24,0.571682,3.10811,309,0.603409,0.611222,0.599598
107,34902,107,6.98626,36,24,1.00002,0.819126,2597,0,7,24,0.572605,3.47222,309,0.604851,0.612,0.601202
108,35160,108,6.97843,36,24,1.00002,0.836214,2620,0,8,24,0.573565,3.47222,309,0.606747,0.61477,0.602
109,35415,109,6.9445,36,24,1.00002,0.851592,2643,0,9,24,0.574148,3.16667,309,0.608402,0.61477,0.604
110,35683,110,6.84452,36,24,1.00001,0.865433,2667,0,9,24,0.57553,2.80556,309,0.609985,0.61477,0.606426
111,35939,111,6.81011,36,24,1.00001,0.87789,2690,0,10,24,0.575634,3.22222,309,0.6109,0.61477,0.607646
112,36231,112,6.82703,36,24,1.00001,0.889101,2714,0,10,24,0.576049,3.13889,309,0.61176,0.616,0.609658
113,36483,113,6.82989,36,24,1.00001,0.899191,2738,0,10,24,0.576686,3.83333,309,0.612313,0.616,0.610442
114,36755,114,6.8193,36,24,1.00001,0.908272,2761,0,11,24,0.57641,3.91667,309,0.613102,0.61753,0.611222
115,37002,115,6.85086,36,24,1.00001,0.916444,2785,0,11,24,0.577347,3.16667,309,0.613873,0.61753,0.612326
116,37275,116,6.86198,36,24,1.00001,0.9238,2807,0,13,24,0.578149,3.41667,309,0.614398,0.61829,0.612774
117,37535,117,6.88082,36,24,1.00001,0.93042,2830,0,14,24,0.578833,3.22222,309,0.614992,0.618762,0.613226
118,37792,118,6.88389,36,24,1.00001,0.936378,2854,0,14,24,0.578679,3.41667,309,0.615435,0.618762,0.614
119,38047,119,6.89653,36,24,1.00001,0.94174,2878,0,14,24,0.578485,3.88889,309,0.615822,0.621032,0.614314
120,38313,120,6.90661,36,24,1,0.946566,2902,0,14,24,0.576492,4.33333,309,0.616068,0.621032,0.614458
121,38562,121,6.90371,36,24,1,0.95091,2926,0,14,24,0.575456,5.13889,309,0.616376,0.625247,0.61477
122,38808,122,6.91128,36,24,1,0.95091,2949,0,15,24,0.575411,5.33333,309,0.616602,0.625247,0.61477
123,39052,123,6.92556,36,24,1,0.95091,2973,0,15,24,0.575114,4.80556,309,0.617053,0.625247,0.615079
124,39305,124,6.93797,36,24,1,0.95091,2997,0,15,24,0.574245,5.02778,309,0.617293,0.625247,0.615079
125,39572,125,6.93977,36,24,1,0.856819,3021,0,15,24,0.57324,5.5,309,0.617416,0.625247,0.61523
126,39820,126,6.94335,36,24,1,0.772137,3045,0,15,24,0.573763,4.55556,309,0.618041,0.625247,0.616
127,40072,127,6.93914,36,24,1,0.772137,3069,0,15,24,0.573425,4.44444,309,0.618509,0.625247,0.616601
128,40350,128,6.94202,36,24,1,0.793923,3093,0,15,24,0.573657,3.75,309,0.619139,0.625247,0.617063
129,40608,129,6.92637,36,24,1,0.793923,3117,0,15,24,0.57413,3.63889,309,0.619471,0.625247,0.618
130,40871,130,6.90419,36,24,1,0.793923,3141,0,15,24,0.574603,3.22222,309,0.620108,0.625247,0.618577
131,41120,131,6.87749,36,24,1,0.715531,3165,0,15,24,0.574437,3.54054,309,0.620623,0.625247,0.618762
132,41436,132,6.84724,36,24,1,0.715531,3189,0,15,24,0.574957,3.59459,309,0.621222,0.625247,0.619522
133,41683,133,6.84491,36,24,1,0.742978,3212,0,16,24,0.636379,3.02778,309,0.622177,0.628458,0.62
134,41940,134,6.87032,36,24,1,0.76768,3236,0,16,24,0.632595,3.11111,309,0.622844,0.628458,0.620758
135,42195,135,6.87527,36,24,1,0.789912,3260,0,16,24,0.655043,3.02778,309,0.624021,0.628458,0.621514
136,42438,136,6.81958,36,24,1,0.809921,3284,0,16,24,0.61029,3.41667,309,0.624387,0.628458,0.622266
137,42684,137,6.78501,36,24,1,0.827929,3308,0,16,24,0.624902,3.38889,309,0.625178,0.628458,0.623016
138,42930,138,6.75545,36,24,1,0.844136,3331,0,17,24,0.62262,3.13889,309,0.625824,0.628458,0.624016
139,43189,139,6.73811,36,24,1,0.858722,3355,0,17,24,0.612445,3.52778,309,0.626147,0.628458,0.625
140,43439,140,6.72182,36,24,1,0.87185,3378,0,18,24,0.602892,3.86111,309,0.626525,0.629703,0.625247
141,43717,141,6.64968,36,24,1,0.883665,3401,0,19,24,0.600384,4.08333,309,0.626848,0.629703,0.625498
142,43968,142,6.65279,36,24,1,0.796298,3425,0,19,24,0.580455,4.83333,309,0.62693,0.629703,0.625743
143,44218,143,6.67323,36,24,1,0.815669,3449,0,19,24,0.577867,4.61111,309,0.627297,0.630859,0.625743
144,44476,144,6.68729,36,24,1,0.833102,3473,0,19,24,0.582856,4,309,0.62775,0.630952,0.626482
145,44767,145,6.69826,36,24,1,0.848792,3497,0,19,24,0.591648,3.83333,309,0.628059,0.630952,0.626984
146,45044,146,6.7197,36,24,1,0.862912,3520,0,20,24,0.597772,3.83333,309,0.628788,0.630952,0.626984
147,45300,147,6.72672,36,24,1,0.875621,3544,0,20,24,0.598455,3.75,309,0.629235,0.630952,0.627451
148,45548,148,6.71326,36,24,1,0.887059,3567,0,21,24,0.597952,3.16667,309,0.629675,0.632411,0.628231
149,45794,149,6.71466,36,24,1,0.897353,3590,0,22,24,0.591012,3.66667,309,0.629952,0.632411,0.628684
150,46046,150,6.70287,36,24,1,0.906618,3612,0,24,24,0.594981,3.41667,309,0.630464,0.635108,0.629191
151,46313,151,6.69955,36,24,1,0.914956,3636,0,24,24,0.589805,4.25,309,0.630716,0.635108,0.629412
152,46588,152,6.71053,36,24,1,0.92246,3660,0,24,24,0.582687,4.72222,309,0.631002,0.635108,0.629703
153,46852,153,6.71956,36,24,1,0.929214,3684,0,24,24,0.584935,4.25,309,0.631228,0.635108,0.630137
154,47112,154,6.73083,36,24,1,0.935293,3708,0,24,24,0.581588,4.52778,309,0.631464,0.635108,0.630219
155,47361,155,6.72801,36,24,1,0.940764,3732,0,24,24,0.575823,5.19444,309,0.631542,0.635108,0.630219
156,47606,156,6.72712,36,24,1,0.945687,3756,0,24,24,0.574174,4.86111,309,0.632059,0.639535,0.630219
157,47855,157,6.72117,36,24,1,0.950119,3780,0,24,24,0.573847,4.61111,309,0.632702,0.640232,0.63035
158,48137,158,6.72453,36,24,1,0.954107,3804,0,24,24,0.568028,4.94444,309,0.632799,0.640232,0.630435
159,48384,159,6.72911,36,24,1,0.957696,3828,0,24,24,0.567283,4.86111,309,0.633413,0.640232,0.630859
160,48632,160,6.73171,36,24,1,0.960926,3852,0,24,24,0.567158,4.63889,309,0.633858,0.641473,0.631373
161,48913,161,6.74606,36,24,1,0.963834,3876,0,24,24,0.566028,4.61111,309,0.634529,0.641473,0.631579
162,49176,162,6.75178,36,24,1,0.86845,3900,0,24,24,0.55851,4.77778,309,0.634394,0.641473,0.630219
163,49453,163,6.75013,36,24,1,0.880605,3924,0,24,24,0.5564,5.13889,309,0.635118,0.641618,0.632094
164,49701,164,6.72134,36,24,1,0.880605,3948,0,24,24,0.556463,4.63889,309,0.635739,0.641618,0.632812
165,49969,165,6.69892,36,24,1,0.891545,3972,0,24,24,0.560037,4,309,0.637006,0.641618,0.633721
166,50228,166,6.66167,36,24,1,0.90139,3996,0,24,24,0.560502,3.27778,309,0.637833,0.642718,0.634766
167,50502,167,6.61656,36,24,1,0.910251,4020,0,24,24,0.56282,3.27778,309,0.638629,0.643545,0.635478
168,50759,168,6.62888,36,24,1,0.918226,4044,0,24,24,0.563586,3.72222,309,0.639504,0.643545,0.637427
169,51019,169,6.64727,36,24,1,0.925404,4068,0,24,24,0.562678,4.22222,309,0.639784,0.643545,0.637597
170,51270,170,6.68443,36,24,1,0.931863,4092,0,24,24,0.561586,4.27778,309,0.64024,0.644788,0.638132
171,51521,171,6.68449,36,24,1,0.937677,4116,0,24,24,0.559745,4.25,309,0.640533,0.644788,0.638298
172,51770,172,6.68763,36,24,1,0.942909,4140,0,24,24,0.559459,4.33333,309,0.641116,0.644788,0.639376
173,52018,173,6.71426,36,24,1,0.947618,4164,0,24,24,0.558832,4.63889,309,0.641377,0.644788,0.639535
174,52275,174,6.73284,36,24,1,0.951856,4188,0,24,24,0.557316,5,309,0.641542,0.644788,0.640078
175,52535,175,6.74347,36,24,1,0.955671,4212,0,24,24,0.551952,5.16667,309,0.641492,0.644788,0.638835
176,52783,176,6.75824,36,24,1,0.959104,4236,0,24,24,0.549596,5.55556,309,0.641659,0.644788,0.640078
177,53066,177,6.7644,36,24,1,0.962193,4260,0,24,24,0.547381,5.47222,309,0.641733,0.644788,0.640232
178,53312,178,6.76272,36,24,1,0.964974,4284,0,24,24,0.544586,5.36111,309,0.641783,0.644788,0.640232
179,53569,179,6.77554,36,24,1,0.967477,4308,0,24,24,0.541878,5.80556,309,0.641923,0.645793,0.640232
180,53818,180,6.78483,36,24,1,0.969729,4332,0,24,24,0.540964,5.66667,309,0.642054,0.646484,0.640232
181,54066,181,6.78756,36,24,1,0.873756,4356,0,24,24,0.539475,5.72222,309,0.642119,0.646484,0.640232
182,54328,182,6.78528,36,24,1,0.88538,4380,0,24,24,0.537329,5.33333,309,0.642054,0.646484,0.640232
