GEN,CPU,pop1_Generation,pop1_E,pop1_Mu,pop1_Lambda,pop1_Tau,pop1_Sigma,pop1_EvalCount,pop1_DuplicateCount,pop1_CacheCount,pop1_OpUse_replacementMutation,pop1_MAB_replacementMutation,pop1_AvgAge,pop1_AvgIndSize,pop1_Avg_f0,pop1_Best_f0,pop1_Worst_f0
31,6087,31,7.36355,36,24,1.04251,0.892,780,0,0,24,0.621032,4.22222,660,0.302104,0.307119,0.299416
32,6262,32,7.33828,36,24,1.03826,0.9018,804,0,0,24,0.622695,3.5,660,0.303097,0.307119,0.300825
33,6434,33,7.26318,36,24,1.03443,0.91062,828,0,0,24,0.626318,2.97222,660,0.30408,0.307868,0.302624
34,6607,34,7.22059,36,24,1.03099,0.918558,852,0,0,24,0.626367,2.83333,660,0.304379,0.307868,0.303074
35,6781,35,7.26523,36,24,1.02789,0.925702,876,0,0,24,0.62898,2.80556,660,0.305026,0.307868,0.303712
36,6956,36,7.27031,36,24,1.0251,0.932132,900,0,0,24,0.631253,2.77778,660,0.305476,0.307868,0.304469
37,7130,37,7.31517,36,24,1.02259,0.937919,924,0,0,24,0.632511,2.52778,660,0.306008,0.308735,0.304862
38,7307,38,7.19296,36,24,1.02033,0.943127,947,0,1,24,0.636506,2.5,660,0.306848,0.308975,0.305616
39,7483,39,7.19276,36,24,1.0183,0.947814,971,0,1,24,0.63979,2.72222,660,0.307813,0.310968,0.306489
40,7660,40,7.14283,36,24,1.01647,0.952033,995,0,1,24,0.642605,2.38889,660,0.308437,0.310968,0.307239
41,7835,41,7.15997,36,24,1.01482,0.95583,1019,0,1,24,0.64463,2.38889,660,0.308979,0.311589,0.307868
42,8013,42,7.16852,36,24,1.01334,0.959247,1043,0,1,24,0.643174,2.72222,660,0.309375,0.312642,0.308348
43,8189,43,7.17788,36,24,1.01201,0.962322,1067,0,1,24,0.642796,3.02778,660,0.30973,0.313207,0.308615
44,8370,44,7.21381,36,24,1.01081,0.96509,1091,0,1,24,0.64299,3.19444,660,0.310147,0.313207,0.308882
45,8545,45,7.20009,36,24,1.00972,0.967581,1115,0,1,24,0.642977,2.88889,660,0.310737,0.313942,0.309481
46,8722,46,7.19451,36,24,1.00875,0.969823,1139,0,1,24,0.643019,2.88889,660,0.31118,0.313942,0.310105
47,8899,47,7.19245,36,24,1.00788,0.97184,1163,0,1,24,0.643137,3.33333,660,0.311583,0.314775,0.310295
48,9080,48,7.20604,36,24,1.00709,0.973656,1187,0,1,24,0.64304,3.25,660,0.311999,0.315389,0.310848
49,9258,49,7.21287,36,24,1.00638,0.975291,1211,0,1,24,0.641998,3.30556,660,0.312503,0.316495,0.311111
50,9437,50,7.20559,36,24,1.00574,0.976762,1235,0,1,24,0.641344,3.88889,660,0.313004,0.317579,0.31147
51,9616,51,7.23388,36,24,1.00517,0.978085,1259,0,1,24,0.641341,3.72222,660,0.313404,0.317579,0.311828
52,9798,52,7.21186,36,24,1.00465,0.979277,1283,0,1,24,0.638804,3.63889,660,0.313736,0.317579,0.312067
53,9984,53,7.22395,36,24,1.00419,0.980349,1307,0,1,24,0.638106,3.5,660,0.314339,0.317579,0.312686
54,10165,54,7.23062,36,24,1.00377,0.981314,1331,0,1,24,0.636829,3.75,660,0.314778,0.318558,0.313088
55,10349,55,7.20593,36,24,1.00339,0.982183,1355,0,1,24,0.635529,3.69444,660,0.315216,0.318558,0.313283
56,10529,56,7.19907,36,24,1.00305,0.982965,1379,0,1,24,0.635633,3.75,660,0.315682,0.318558,0.31416
57,10714,57,7.19867,36,24,1.00275,0.983668,1403,0,1,24,0.634848,4,660,0.31618,0.319046,0.314775
58,10895,58,7.20029,36,24,1.00247,0.984301,1427,0,1,24,0.634173,4.05556,660,0.316426,0.319046,0.315251
59,11079,59,7.21377,36,24,1.00222,0.984871,1451,0,1,24,0.631894,4.22222,660,0.316633,0.319046,0.31537
60,11267,60,7.23626,36,24,1.002,0.985384,1475,0,1,24,0.629535,4.11111,660,0.316777,0.319046,0.315408
61,11448,61,7.24295,36,24,1.0018,0.985846,1499,0,1,24,0.628077,4.33333,660,0.316965,0.319046,0.316002
62,11632,62,7.26639,36,24,1.00162,0.986261,1523,0,1,24,0.626821,4.61111,660,0.31732,0.319858,0.316239
63,11821,63,7.26828,36,24,1.00146,0.986635,1547,0,1,24,0.624437,4.47222,660,0.317514,0.319858,0.316358
64,12007,64,7.28017,36,24,1.00131,0.888971,1571,0,1,24,0.621866,4.77778,660,0.317534,0.319858,0.316477
65,12183,65,7.28766,36,24,1.00118,0.899074,1595,0,1,24,0.623368,3.61111,660,0.318356,0.32214,0.317105
66,12359,66,7.27381,36,24,1.00106,0.908167,1619,0,1,24,0.625467,2.80556,660,0.318872,0.32214,0.317799
67,12534,67,7.25892,36,24,1.00096,0.91635,1643,0,1,24,0.624483,2.97222,660,0.319011,0.32214,0.318053
68,12709,68,7.22713,36,24,1.00086,0.923715,1667,0,1,24,0.623108,3.22222,660,0.319266,0.32214,0.318511
69,12885,69,7.20153,36,24,1.00078,0.930344,1691,0,1,24,0.623939,3.30556,660,0.31953,0.32214,0.318692
70,13062,70,7.20508,36,24,1.0007,0.936309,1715,0,1,24,0.62273,3.58333,660,0.319758,0.32214,0.319031
71,13239,71,7.21834,36,24,1.00063,0.941678,1739,0,1,24,0.624079,3.47222,660,0.320263,0.32214,0.31937
72,13416,72,7.21464,36,24,1.00057,0.946511,1763,0,1,24,0.624533,3.41667,660,0.320459,0.32214,0.319636
73,13594,73,7.23465,36,24,1.00051,0.950859,1787,0,1,24,0.625011,2.97222,660,0.320892,0.323595,0.319887
74,13773,74,7.24504,36,24,1.00046,0.954774,1811,0,1,24,0.626004,2.94444,660,0.321428,0.324299,0.320372
75,13951,75,7.25244,36,24,1.00041,0.958296,1835,0,1,24,0.626136,3,660,0.321808,0.325957,0.32049
76,14129,76,7.24666,36,24,1.00037,0.961467,1859,0,1,24,0.623704,3.63889,660,0.322095,0.325957,0.320712
77,14309,77,7.22359,36,24,1.00033,0.96432,1883,0,1,24,0.624228,3.25,660,0.322662,0.325957,0.32121
78,14488,78,7.21432,36,24,1.0003,0.966888,1907,0,1,24,0.625409,2.97222,660,0.323269,0.325965,0.321656
79,14666,79,7.23454,36,24,1.00027,0.969199,1931,0,1,24,0.624637,3.16667,660,0.323651,0.325965,0.322163
80,14845,80,7.22155,36,24,1.00024,0.971279,1955,0,1,24,0.625189,3.69444,660,0.324195,0.326784,0.32274
81,15024,81,7.22405,36,24,1.00022,0.973151,1979,0,1,24,0.624748,3.66667,660,0.324587,0.327141,0.32336
82,15202,82,7.22068,36,24,1.0002,0.974836,2003,0,1,24,0.624704,3.80556,660,0.324897,0.327141,0.323682
83,15381,83,7.22406,36,24,1.00018,0.976353,2027,0,1,24,0.625001,3.22222,660,0.325719,0.329832,0.324035
84,15564,84,7.23629,36,24,1.00016,0.977717,2051,0,1,24,0.624025,3.63889,660,0.325942,0.329832,0.324407
85,15752,85,7.22126,36,24,1.00014,0.978946,2075,0,1,24,0.623812,3.58333,660,0.326367,0.329832,0.325246
86,15937,86,7.24648,36,24,1.00013,0.980051,2099,0,1,24,0.623572,3.55556,660,0.326643,0.329832,0.325372
87,16123,87,7.25779,36,24,1.00012,0.981046,2123,0,1,24,0.623423,3.86111,660,0.327099,0.330062,0.325707
88,16308,88,7.26554,36,24,1.0001,0.981941,2147,0,1,24,0.621353,3.88889,660,0.327272,0.330062,0.326082
89,16491,89,7.25543,36,24,1.00009,0.982747,2171,0,1,24,0.621669,4.22222,660,0.327791,0.330779,0.32644
90,16674,90,7.27164,36,24,1.00008,0.983472,2195,0,1,24,0.620985,4.55556,660,0.328124,0.330779,0.326557
91,16859,91,7.2809,36,24,1.00008,0.984125,2219,0,1,24,0.620701,4.30556,660,0.328552,0.330782,0.326791
92,17045,92,7.27472,36,24,1.00007,0.984713,2243,0,1,24,0.618803,4.30556,660,0.328733,0.330782,0.327141
93,17233,93,7.3023,36,24,1.00006,0.985241,2267,0,1,24,0.617922,3.97222,660,0.32899,0.333217,0.327381
94,17419,94,7.29607,36,24,1.00006,0.985717,2291,0,1,24,0.616467,4.33333,660,0.329206,0.333217,0.327614
95,17602,95,7.29056,36,24,1.00005,0.986146,2315,0,1,24,0.616161,4.30556,660,0.329565,0.333217,0.328437
96,17790,96,7.29219,36,24,1.00005,0.986531,2339,0,1,24,0.614051,4.69444,660,0.329632,0.333217,0.328452
97,17977,97,7.30881,36,24,1.00004,0.986878,2363,0,1,24,0.613041,4.33333,660,0.329871,0.333217,0.328675
98,18163,98,7.30813,36,24,1.00004,0.88919,2387,0,1,24,0.611316,5.05556,660,0.329939,0.333217,0.328767
99,18338,99,7.29703,36,24,1.00003,0.899271,2411,0,1,24,0.611082,4.44444,660,0.330281,0.333217,0.329261
100,18516,100,7.28811,36,24,1.00003,0.908344,2435,0,1,24,0.610883,3.86111,660,0.33055,0.333217,0.329591
101,18695,101,7.29028,36,24,1.00003,0.91651,2459,0,1,24,0.610777,3.47222,660,0.330898,0.333217,0.32997
102,18875,102,7.29425,36,24,1.00002,0.923859,2481,0,3,24,0.611467,3.61111,660,0.331229,0.333217,0.330185
103,19052,103,7.27065,36,24,1.00002,0.930473,2505,0,3,24,0.612043,3.08333,660,0.331643,0.333912,0.33055
104,19229,104,7.27016,36,24,1.00002,0.936425,2529,0,3,24,0.612275,2.63889,660,0.332115,0.33449,0.331116
105,19406,105,7.22999,36,24,1.00002,0.941783,2553,0,3,24,0.612711,3.11111,660,0.332426,0.33449,0.331592
106,19584,106,7.22807,36,24,1.00002,0.946605,2577,0,3,24,0.612332,3.44444,660,0.332677,0.335651,0.331713
107,19764,107,7.20634,36,24,1.00001,0.950944,2601,0,3,24,0.611776,3.86111,660,0.332816,0.335651,0.33183
108,19941,108,7.20126,36,24,1.00001,0.95485,2625,0,3,24,0.610796,4.5,660,0.333053,0.335651,0.332177
109,20120,109,7.21075,36,24,1.00001,0.958365,2649,0,3,24,0.611402,4.11111,660,0.333499,0.338154,0.332289
110,20298,110,7.21362,36,24,1.00001,0.961528,2672,0,4,24,0.611944,3.22222,660,0.33419,0.33929,0.332871
111,20475,111,7.20974,36,24,1.00001,0.964375,2696,0,4,24,0.612642,3.41667,660,0.334745,0.33929,0.333102
112,20654,112,7.19284,36,24,1.00001,0.966938,2720,0,4,24,0.612121,3.63889,660,0.335199,0.33929,0.333565
113,20832,113,7.19519,36,24,1.00001,0.969244,2744,0,4,24,0.61249,3.36111,660,0.33583,0.33929,0.334025
114,21014,114,7.1902,36,24,1.00001,0.97132,2768,0,4,24,0.61279,3.25,660,0.336741,0.34087,0.334371
115,21194,115,7.16982,36,24,1.00001,0.973188,2792,0,4,24,0.612197,3.33333,660,0.337008,0.34087,0.335176
116,21373,116,7.12161,36,24,1.00001,0.974869,2816,0,4,24,0.611941,3.38889,660,0.337466,0.340992,0.335636
117,21554,117,7.12225,36,24,1,0.976382,2840,0,4,24,0.610733,3.97222,660,0.337675,0.340992,0.336094
118,21736,118,7.1103,36,24,1,0.977744,2863,0,5,24,0.60935,4.52778,660,0.337907,0.340992,0.33633
119,21918,119,7.12885,36,24,1,0.978969,2887,0,5,24,0.609119,4.72222,660,0.338497,0.345047,0.336666
120,22099,120,7.13612,36,24,1,0.882073,2911,0,5,24,0.608015,4.94444,660,0.338614,0.345047,0.33678
121,22273,121,7.12385,36,24,1,0.892865,2935,0,5,24,0.608795,3.58333,660,0.339518,0.345047,0.33747
122,22447,122,7.08703,36,24,1,0.902579,2959,0,5,24,0.609392,3.05556,660,0.340308,0.345047,0.338608
123,22621,123,7.08779,36,24,1,0.911321,2983,0,5,24,0.610229,3.11111,660,0.341202,0.346585,0.339175
124,22796,124,7.09656,36,24,1,0.919189,3007,0,5,24,0.610048,2.94444,660,0.3417,0.346585,0.339761
125,22971,125,7.04475,36,24,1,0.92627,3030,0,6,24,0.610635,3.30556,660,0.342366,0.346585,0.340199
126,23146,126,7.0418,36,24,1,0.932643,3054,0,6,24,0.610779,3.02778,660,0.343076,0.346585,0.341213
127,23321,127,7.02383,36,24,1,0.938379,3078,0,6,24,0.61129,2.94444,660,0.343843,0.346585,0.342117
128,23499,128,6.99666,36,24,1,0.943541,3102,0,6,24,0.61191,3.19444,660,0.344435,0.346585,0.343124
129,23675,129,7.00138,36,24,1,0.948187,3126,0,6,24,0.611956,3,660,0.344649,0.346585,0.343579
130,23852,130,7.01036,36,24,1,0.952368,3150,0,6,24,0.611402,3.27778,660,0.344923,0.347024,0.343807
131,24030,131,6.99181,36,24,1,0.956131,3174,0,6,24,0.61101,3.88889,660,0.345193,0.347024,0.344251
132,24208,132,6.9873,36,24,1,0.959518,3197,0,7,24,0.610113,4.33333,660,0.345351,0.347024,0.344467
133,24385,133,6.98807,36,24,1,0.962566,3221,0,7,24,0.609827,3.88889,660,0.345534,0.347364,0.344581
134,24562,134,7.01113,36,24,1,0.96531,3245,0,7,24,0.609575,4.02778,660,0.345748,0.347364,0.344808
135,24740,135,7.02226,36,24,1,0.967779,3269,0,7,24,0.607605,4.44444,660,0.345816,0.347575,0.344808
136,24922,136,7.02343,36,24,1,0.970001,3292,0,8,24,0.606925,4.80556,660,0.345955,0.347816,0.344922
137,25101,137,7.02344,36,24,1,0.972001,3316,0,8,24,0.605714,5.05556,660,0.346066,0.347816,0.345137
138,25282,138,7.03236,36,24,1,0.973801,3340,0,8,24,0.605725,4.63889,660,0.346344,0.347816,0.34525
139,25462,139,7.05354,36,24,1,0.975421,3364,0,8,24,0.60508,4.22222,660,0.346617,0.348367,0.345704
140,25646,140,7.05001,36,24,1,0.976879,3388,0,8,24,0.604602,4.55556,660,0.346886,0.349803,0.345704
141,25827,141,7.06648,36,24,1,0.978191,3412,0,8,24,0.604736,4.30556,660,0.347191,0.349803,0.345918
142,26009,142,7.0811,36,24,1,0.979372,3436,0,8,24,0.604299,4.22222,660,0.34737,0.349803,0.346145
143,26192,143,7.08241,36,24,1,0.980434,3460,0,8,24,0.603313,4.38889,660,0.347484,0.349803,0.346272
144,26378,144,7.06208,36,24,1,0.981391,3484,0,8,24,0.602404,4.38889,660,0.347754,0.351215,0.346485
145,26561,145,7.07415,36,24,1,0.982252,3508,0,8,24,0.601858,4.58333,660,0.347884,0.351215,0.346698
146,26743,146,7.10047,36,24,1,0.983027,3532,0,8,24,0.600991,4.63889,660,0.347987,0.351215,0.346812
147,26929,147,7.06834,36,24,1,0.983724,3556,0,8,24,0.600558,5.16667,660,0.348256,0.351215,0.347265
148,27112,148,7.07466,36,24,1,0.984352,3580,0,8,24,0.599215,5.22222,660,0.348406,0.351233,0.347364
149,27297,149,7.06704,36,24,1,0.984916,3604,0,8,24,0.598791,4.91667,660,0.348559,0.351233,0.347477
150,27490,150,7.08961,36,24,1,0.985425,3628,0,8,24,0.597578,4.80556,660,0.348396,0.351233,0.345931
151,27679,151,7.08097,36,24,1,0.985882,3652,0,8,24,0.596462,4.88889,660,0.348534,0.351233,0.347364
152,27868,152,7.09048,36,24,1,0.986294,3676,0,8,24,0.595071,5.30556,660,0.348582,0.351233,0.347462
153,28059,153,7.09205,36,24,1,0.986665,3700,0,8,24,0.593902,5.75,660,0.348685,0.351964,0.347462
154,28252,154,7.09797,36,24,1,0.888998,3724,0,8,24,0.592584,5.63889,660,0.348657,0.351964,0.346798
155,28429,155,7.08207,36,24,1,0.899098,3748,0,8,24,0.59292,5.22222,660,0.349066,0.351964,0.347718
156,28603,156,7.07285,36,24,1,0.908189,3772,0,8,24,0.593211,3.94444,660,0.349477,0.351964,0.348254
157,28780,157,7.07951,36,24,1,0.91637,3796,0,8,24,0.59344,3.02778,660,0.349938,0.352974,0.348495
158,28957,158,7.04556,36,24,1,0.923733,3820,0,8,24,0.593615,3.11111,660,0.350259,0.352974,0.349013
159,29136,159,7.06603,36,24,1,0.930359,3844,0,8,24,0.592682,3.41667,660,0.350368,0.352974,0.349239
160,29314,160,7.06502,36,24,1,0.936324,3868,0,8,24,0.593413,3.66667,660,0.350856,0.352974,0.349803
161,29492,161,7.04339,36,24,1,0.941691,3892,0,8,24,0.593289,3.52778,660,0.351047,0.352974,0.350349
162,29669,162,7.04027,36,24,1,0.946522,3916,0,8,24,0.593229,3.83333,660,0.351235,0.352974,0.350445
163,29846,163,7.05287,36,24,1,0.95087,3940,0,8,24,0.592304,4.27778,660,0.351315,0.352974,0.350462
164,30026,164,7.05768,36,24,1,0.954783,3964,0,8,24,0.591925,4.27778,660,0.351519,0.353739,0.350557
165,30205,165,7.06656,36,24,1,0.954783,3988,0,8,24,0.591369,4.33333,660,0.351673,0.353739,0.35067
166,30384,166,7.06865,36,24,1,0.958305,4012,0,8,24,0.591207,4.69444,660,0.351932,0.355041,0.3508
167,30562,167,7.07729,36,24,1,0.961474,4036,0,8,24,0.591294,4.13889,660,0.352218,0.355041,0.351215
168,30741,168,7.07767,36,24,1,0.866327,4060,0,8,24,0.590852,4.27778,660,0.352307,0.355041,0.351421
169,30918,169,7.04779,36,24,1,0.878694,4084,0,8,24,0.591105,3.75,660,0.352683,0.355265,0.351871
170,31096,170,7.03305,36,24,1,0.889825,4108,0,8,24,0.591827,3.44444,660,0.353173,0.355466,0.351983
171,31274,171,7.00795,36,24,1,0.899842,4132,0,8,24,0.592242,3.47222,660,0.353507,0.355466,0.35232
172,31451,172,6.97617,36,24,1,0.908858,4156,0,8,24,0.592406,3.05556,660,0.35385,0.355779,0.35273
173,31630,173,6.93236,36,24,1,0.916972,4180,0,8,24,0.592216,3.47222,660,0.354111,0.355779,0.352974
174,31807,174,6.91425,36,24,1,0.924275,4204,0,8,24,0.592587,3.13889,660,0.354585,0.356226,0.353311
175,31983,175,6.93545,36,24,1,0.930847,4228,0,8,24,0.592862,3.30556,660,0.354956,0.356537,0.354055
176,32158,176,6.95398,36,24,1,0.936763,4252,0,8,24,0.592913,3.66667,660,0.35509,0.356537,0.354391
177,32336,177,6.95394,36,24,1,0.942086,4276,0,8,24,0.593128,3.80556,660,0.355375,0.356672,0.354503
178,32514,178,6.96116,36,24,1,0.946878,4300,0,8,24,0.592949,4.11111,660,0.35557,0.35774,0.354817
179,32692,179,6.96997,36,24,1,0.95119,4324,0,8,24,0.592966,4.08333,660,0.355938,0.358606,0.355041
180,32871,180,6.98216,36,24,1,0.955071,4348,0,8,24,0.592557,4.25,660,0.356047,0.358606,0.355131
181,33049,181,6.98567,36,24,1,0.958564,4372,0,8,24,0.592079,4.25,660,0.356211,0.358606,0.355265
182,33226,182,6.9867,36,24,1,0.961708,4396,0,8,24,0.592154,3.66667,660,0.356517,0.359051,0.35569
183,33405,183,6.99035,36,24,1,0.964537,4420,0,8,24,0.592075,3.58333,660,0.356692,0.359051,0.355891
184,33585,184,6.99864,36,24,1,0.967083,4444,0,8,24,0.591782,4.02778,660,0.356788,0.359051,0.356002
185,33764,185,6.99732,36,24,1,0.969375,4468,0,8,24,0.59115,4.33333,660,0.357001,0.359051,0.356025
186,33944,186,7.00248,36,24,1,0.971437,4492,0,8,24,0.590333,5.11111,660,0.357081,0.359051,0.356226
187,34126,187,7.0176,36,24,1,0.973294,4516,0,8,24,0.58928,5.16667,660,0.357123,0.359051,0.356226
188,34310,188,7.02526,36,24,1,0.974964,4540,0,8,24,0.587928,5.63889,660,0.357146,0.359051,0.356249
189,34490,189,7.0268,36,24,1,0.976468,4564,0,8,24,0.587757,4.91667,660,0.35723,0.359137,0.356337
190,34674,190,7.02269,36,24,1,0.977821,4588,0,8,24,0.587464,4.88889,660,0.357368,0.359137,0.35636
191,34858,191,7.02514,36,24,1,0.881039,4612,0,8,24,0.58664,5.02778,660,0.357481,0.359137,0.356537
192,35035,192,7.03452,36,24,1,0.793935,4636,0,8,24,0.586874,3.91667,660,0.357701,0.359137,0.356872
193,35211,193,7.03191,36,24,1,0.813542,4660,0,8,24,0.5876,3.5,660,0.358058,0.359778,0.357318
194,35390,194,7.0378,36,24,1,0.831187,4683,0,9,24,0.587559,3.69444,660,0.358239,0.359778,0.357517
195,35567,195,7.02549,36,24,1,0.847069,4706,0,10,24,0.588133,3.16667,660,0.358576,0.359778,0.357802
196,35743,196,7.01806,36,24,1,0.861362,4730,0,10,24,0.588879,2.94444,660,0.358889,0.360306,0.358247
197,35920,197,7.01284,36,24,1,0.874226,4754,0,10,24,0.588846,2.80556,660,0.359056,0.360306,0.358409
198,36096,198,6.98087,36,24,1,0.885803,4778,0,10,24,0.589311,3.08333,660,0.359302,0.360306,0.358692
199,36273,199,6.98847,36,24,1,0.896223,4802,0,10,24,0.5891,3.13889,660,0.359444,0.360306,0.358889
200,36449,200,6.96918,36,24,1,0.9056,4826,0,10,24,0.589407,3.33333,660,0.35966,0.36125,0.359026
201,36627,201,7.00303,36,24,1,0.91404,4849,0,11,24,0.589563,3.63889,660,0.359827,0.36125,0.359333
202,36804,202,6.99302,36,24,1,0.921636,4873,0,11,24,0.5897,3.77778,660,0.35999,0.36136,0.359556
203,36981,203,7.01007,36,24,1,0.928473,4897,0,11,24,0.58999,3.55556,660,0.360251,0.361582,0.359667
204,37158,204,7.00865,36,24,1,0.934625,4921,0,11,24,0.589791,4.25,660,0.360361,0.361996,0.359778
205,37335,205,7.01194,36,24,1,0.940163,4945,0,11,24,0.589572,4.38889,660,0.360484,0.361996,0.359889
206,37513,206,7.01339,36,24,1,0.945147,4969,0,11,24,0.589316,4.11111,660,0.36061,0.361996,0.359973
207,37690,207,7.01254,36,24,1,0.949632,4993,0,11,24,0.588543,3.97222,660,0.360676,0.361996,0.360058
208,37868,208,7.00882,36,24,1,0.953669,5017,0,11,24,0.588555,3.86111,660,0.360819,0.361996,0.360279
209,38048,209,7.01916,36,24,1,0.957302,5041,0,11,24,0.587938,4.66667,660,0.360951,0.362136,0.360417
210,38228,210,7.03208,36,24,1,0.960572,5065,0,11,24,0.587673,5.05556,660,0.360981,0.362136,0.360417
211,38408,211,7.03539,36,24,1,0.963515,5089,0,11,24,0.586918,5.33333,660,0.36109,0.363265,0.360585
212,38586,212,7.02172,36,24,1,0.966163,5113,0,11,24,0.586385,5.66667,660,0.361174,0.363596,0.360696
213,38766,213,7.02826,36,24,1,0.968547,5137,0,11,24,0.585814,5,660,0.361187,0.363596,0.36039
214,38945,214,7.03794,36,24,1,0.970692,5161,0,11,24,0.585907,4.91667,660,0.361345,0.363596,0.36075
215,39124,215,7.04194,36,24,1,0.972623,5185,0,11,24,0.58523,4.97222,660,0.361475,0.363596,0.36075
216,39308,216,7.05257,36,24,1,0.974361,5209,0,11,24,0.584546,4.86111,660,0.3615,0.363596,0.360778
217,39491,217,7.05674,36,24,1,0.975925,5233,0,11,24,0.583946,5.16667,660,0.361557,0.363596,0.360834
218,39674,218,7.06982,36,24,1,0.977332,5257,0,11,24,0.583256,5.33333,660,0.361628,0.363596,0.360834
219,39859,219,7.07424,36,24,1,0.978599,5281,0,11,24,0.582946,4.94444,660,0.36174,0.364148,0.36039
220,40043,220,7.07679,36,24,1,0.979739,5305,0,11,24,0.581842,5.36111,660,0.361765,0.364148,0.360444
221,40229,221,7.0891,36,24,1,0.882765,5329,0,11,24,0.580827,5.75,660,0.36175,0.364148,0.360528
222,40408,222,7.11049,36,24,1,0.893489,5352,0,12,24,0.580944,5.22222,660,0.361957,0.364148,0.361
223,40587,223,7.1177,36,24,1,0.90314,5376,0,12,24,0.581063,4.19444,660,0.362284,0.364148,0.36125
224,40767,224,7.1202,36,24,1,0.911826,5400,0,12,24,0.581285,3.47222,660,0.362528,0.364148,0.361664
225,40946,225,7.11961,36,24,1,0.919643,5424,0,12,24,0.581093,3.41667,660,0.3627,0.364228,0.361721
226,41124,226,7.11277,36,24,1,0.926679,5448,0,12,24,0.581206,3.5,660,0.362896,0.364228,0.362136
