GEN,CPU,pop1_Generation,pop1_E,pop1_Mu,pop1_Lambda,pop1_Tau,pop1_Sigma,pop1_EvalCount,pop1_DuplicateCount,pop1_CacheCount,pop1_OpUse_replacementMutation,pop1_MAB_replacementMutation,pop1_AvgAge,pop1_AvgIndSize,pop1_Avg_f0,pop1_Avg_f1,pop1_Best_f0,pop1_Best_f1,pop1_Worst_f0,pop1_Worst_f1
58,3904,58,6.7084,20,16,1.00234,0.893326,963,0,5,16,0.593685,3.7,297,1,0.579891,1,0.586057,1,0.577093
59,3961,59,6.72931,20,16,1.00211,0.902993,979,0,5,16,0.596167,3.35,297,1,0.580634,1,0.586057,1,0.578022
60,4018,60,6.6837,20,16,1.0019,0.911694,994,0,6,16,0.597018,3.45,297,1,0.581711,1,0.586957,1,0.578947
61,4073,61,6.69688,20,16,1.00171,0.919525,1010,0,6,16,0.599414,3.35,297,1,0.58357,1,0.589247,1,0.580786
62,4129,62,6.73353,20,16,1.00154,0.926572,1026,0,6,16,0.601139,3,297,1,0.584471,1,0.589247,1,0.58114
63,4187,63,6.73695,20,16,1.00138,0.932915,1042,0,6,16,0.600345,2.85,297,1,0.585448,1,0.589247,1,0.582969
64,4246,64,6.74819,20,16,1.00124,0.938623,1058,0,6,16,0.600888,3.25,297,1,0.585959,1,0.589247,1,0.583514
65,4301,65,6.76307,20,16,1.00112,0.943761,1074,0,6,16,0.599583,3.55,297,1,0.586733,1,0.590909,1,0.583878
66,4359,66,6.7784,20,16,1.00101,0.948385,1090,0,6,16,0.597936,4,297,1,0.587531,1,0.59448,1,0.584416
67,4416,67,6.77599,20,16,1.00091,0.952547,1106,0,6,16,0.59863,3.7,297,1,0.588576,1,0.59448,1,0.58658
68,4473,68,6.76326,20,16,1.00082,0.956292,1122,0,6,16,0.596435,4.65,297,1,0.58888,1,0.59448,1,0.586724
69,4532,69,6.75084,20,16,1.00073,0.959663,1138,0,6,16,0.596911,4.4,297,1,0.59012,1,0.604603,1,0.586957
70,4592,70,6.76423,20,16,1.00066,0.962696,1154,0,6,16,0.595827,4.25,297,1,0.591017,1,0.604603,1,0.587097
71,4650,71,6.81024,20,16,1.0006,0.965427,1170,0,6,16,0.597495,3.35,297,1,0.592353,1,0.604603,1,0.588745
72,4710,72,6.81598,20,16,1.00054,0.967884,1185,0,7,16,0.595787,4.15,297,1,0.593359,1,0.604603,1,0.589247
73,4770,73,6.82595,20,16,1.00048,0.970096,1201,0,7,16,0.593233,4.8,297,1,0.593554,1,0.604603,1,0.589247
74,4831,74,6.84352,20,16,1.00043,0.972086,1217,0,7,16,0.592736,4.4,297,1,0.594747,1,0.604603,1,0.590909
75,4895,75,6.82414,20,16,1.00039,0.973877,1233,0,7,16,0.591436,4.55,297,1,0.59532,1,0.604603,1,0.591102
76,4953,76,6.85562,20,16,1.00035,0.97549,1249,0,7,16,0.588043,4.35,297,1,0.595763,1,0.604603,1,0.59188
77,5012,77,6.82679,20,16,1.00032,0.976941,1265,0,7,16,0.587388,4.75,297,1,0.596177,1,0.604603,1,0.59188
78,5069,78,6.82736,20,16,1.00028,0.978247,1281,0,7,16,0.584882,4.9,297,1,0.59669,1,0.604603,1,0.592672
79,5126,79,6.8306,20,16,1.00027,0.881422,1297,0,7,16,0.582221,5.42857,297,1,0.59689,1,0.604603,1,0.593148
80,5182,80,6.79935,20,16,1.00026,0.881422,1313,0,7,16,0.580878,4.80952,297,1,0.597479,1,0.604603,1,0.59408
81,5238,81,6.79989,20,16,1.00023,0.79428,1328,0,8,16,0.580413,4.71429,297,1,0.597861,1,0.604603,1,0.594828
82,5292,82,6.75876,20,16,1.00022,0.715852,1344,0,8,16,0.579164,4.38095,297,1,0.597994,1,0.604603,1,0.595339
83,5347,83,6.77103,20,16,1.00021,0.715852,1359,0,9,16,0.57994,4.42857,297,1,0.598956,1,0.604603,1,0.596567
84,5402,84,6.6975,20,16,1.0002,0.715852,1375,0,9,16,0.581034,3.66667,297,1,0.60007,1,0.604603,1,0.598272
85,5460,85,6.59186,20,16,1.00019,0.645267,1391,0,9,16,0.582184,3.66667,297,1,0.600476,1,0.604603,1,0.598291
86,5513,86,6.53084,20,16,1.00017,0.67974,1406,0,10,16,0.58422,2.75,297,1,0.601218,1,0.605428,1,0.6
87,5564,87,6.56566,20,16,1.00015,0.710766,1422,0,10,16,0.584957,2.9,297,1,0.601913,1,0.605485,1,0.6
88,5618,88,6.58684,20,16,1.00014,0.738689,1437,0,11,16,0.586649,2.75,297,1,0.603004,1,0.607143,1,0.60084
89,5672,89,6.57027,20,16,1.00012,0.76382,1452,0,12,16,0.588063,2.95,297,1,0.604051,1,0.607143,1,0.602105
90,5724,90,6.56574,20,16,1.00011,0.786438,1468,0,12,16,0.588028,3,297,1,0.604956,1,0.608333,1,0.602941
91,5780,91,6.58049,20,16,1.0001,0.806795,1484,0,12,16,0.590041,2.55,297,1,0.605646,1,0.608333,1,0.603814
92,5836,92,6.57163,20,16,1.00009,0.825115,1499,0,13,16,0.589813,3.1,297,1,0.606101,1,0.608333,1,0.605428
93,5892,93,6.57395,20,16,1.00008,0.841604,1515,0,13,16,0.592088,2.75,297,1,0.60732,1,0.613306,1,0.605485
94,5948,94,6.58786,20,16,1.00007,0.856443,1531,0,13,16,0.59301,3.25,297,1,0.607882,1,0.613306,1,0.605485
95,6004,95,6.63189,20,16,1.00007,0.869799,1547,0,13,16,0.593948,2.7,297,1,0.609727,1,0.615385,1,0.607143
96,6062,96,6.63715,20,16,1.00006,0.881819,1563,0,13,16,0.595623,2.5,297,1,0.61085,1,0.615385,1,0.608333
97,6119,97,6.64407,20,16,1.00005,0.892637,1579,0,13,16,0.596643,2.4,297,1,0.611989,1,0.615385,1,0.609603
98,6175,98,6.60018,20,16,1.00005,0.902373,1595,0,13,16,0.597367,2.65,297,1,0.613266,1,0.618449,1,0.610879
99,6232,99,6.59014,20,16,1.00004,0.911136,1611,0,13,16,0.597773,3,297,1,0.613764,1,0.618449,1,0.611691
100,6288,100,6.61551,20,16,1.00004,0.919022,1627,0,13,16,0.597696,3.35,297,1,0.614439,1,0.618449,1,0.6125
101,6345,101,6.63317,20,16,1.00003,0.92612,1642,0,14,16,0.59713,3.85,297,1,0.614735,1,0.618449,1,0.612971
102,6401,102,6.63173,20,16,1.00003,0.932508,1658,0,14,16,0.596454,4.15,297,1,0.615408,1,0.619835,1,0.613306
103,6458,103,6.66798,20,16,1.00003,0.938257,1674,0,14,16,0.597257,3.85,297,1,0.616292,1,0.621339,1,0.614256
104,6516,104,6.67917,20,16,1.00003,0.943432,1690,0,14,16,0.596677,3.95,297,1,0.616864,1,0.621339,1,0.614583
105,6576,105,6.68822,20,16,1.00002,0.948088,1706,0,14,16,0.59562,4.1,297,1,0.617274,1,0.621339,1,0.614907
106,6633,106,6.68276,20,16,1.00002,0.95228,1722,0,14,16,0.59574,3.8,297,1,0.618171,1,0.623457,1,0.615385
107,6691,107,6.66963,20,16,1.00002,0.956052,1738,0,14,16,0.594586,4.3,297,1,0.618284,1,0.623457,1,0.615546
108,6750,108,6.65687,20,16,1.00002,0.959446,1754,0,14,16,0.593252,4.4,297,1,0.618783,1,0.623457,1,0.615546
109,6808,109,6.66076,20,16,1.00002,0.962502,1770,0,14,16,0.592023,4.65,297,1,0.619358,1,0.623457,1,0.616352
110,6869,110,6.66315,20,16,1.00001,0.965252,1786,0,14,16,0.590668,5.15,297,1,0.619398,1,0.623457,1,0.616352
111,6927,111,6.6317,20,16,1.00001,0.967726,1802,0,14,16,0.589318,4.9,297,1,0.619972,1,0.623457,1,0.617647
112,6987,112,6.63845,20,16,1.00001,0.969954,1818,0,14,16,0.588855,4.45,297,1,0.620326,1,0.623457,1,0.618143
113,7047,113,6.65962,20,16,1.00001,0.873958,1834,0,14,16,0.586278,4.45,297,1,0.620092,1,0.623457,1,0.617464
114,7103,114,6.67253,20,16,1.00001,0.885563,1850,0,14,16,0.585626,4.3,297,1,0.621051,1,0.62578,1,0.618947
115,7158,115,6.69953,20,16,1.00001,0.896006,1866,0,14,16,0.586146,4.25,297,1,0.621539,1,0.62578,1,0.619247
116,7214,116,6.68647,20,16,1.00001,0.807406,1882,0,14,16,0.585766,3.55,297,1,0.621501,1,0.62578,1,0.620042
117,7270,117,6.68398,20,16,1.00001,0.825665,1898,0,14,16,0.585017,3.95,297,1,0.621973,1,0.62578,1,0.620545
118,7324,118,6.72378,20,16,1.00001,0.842099,1914,0,14,16,0.585903,3.45,297,1,0.622664,1,0.627049,1,0.621339
119,7379,119,6.73469,20,16,1.00001,0.856889,1930,0,14,16,0.585893,3.8,297,1,0.623196,1,0.630612,1,0.621339
120,7435,120,6.71891,20,16,1,0.8702,1946,0,14,16,0.586586,3.55,297,1,0.62422,1,0.630612,1,0.622129
121,7490,121,6.68802,20,16,1,0.88218,1961,0,15,16,0.587223,3.55,297,1,0.625091,1,0.630612,1,0.622129
122,7547,122,6.65393,20,16,1,0.892962,1977,0,15,16,0.586592,3.3,297,1,0.625803,1,0.630612,1,0.623431
123,7603,123,6.61998,20,16,1,0.902666,1992,0,16,16,0.587052,3.7,297,1,0.62643,1,0.630612,1,0.62423
124,7658,124,6.5404,20,16,1,0.911399,2008,0,16,16,0.588023,3,297,1,0.627388,1,0.630612,1,0.625
125,7713,125,6.49035,20,16,1,0.919259,2024,0,16,16,0.588428,3.5,297,1,0.628288,1,0.632114,1,0.626283
126,7772,126,6.49859,20,16,1,0.926333,2039,0,17,16,0.586512,3.75,297,1,0.628997,1,0.632114,1,0.627049
127,7829,127,6.4948,20,16,1,0.9327,2055,0,17,16,0.586883,4.5,297,1,0.62945,1,0.632114,1,0.627049
128,7886,128,6.49685,20,16,1,0.93843,2071,0,17,16,0.586985,3.75,297,1,0.630071,1,0.633401,1,0.627812
129,7942,129,6.51306,20,16,1,0.943587,2087,0,17,16,0.58669,3.8,297,1,0.63059,1,0.634888,1,0.628571
130,8000,130,6.53829,20,16,1,0.948228,2103,0,17,16,0.585856,3.9,297,1,0.631037,1,0.634888,1,0.628571
131,8059,131,6.53405,20,16,1,0.952405,2119,0,17,16,0.586329,4.05,297,1,0.632325,1,0.637097,1,0.629857
132,8116,132,6.53144,20,16,1,0.956165,2135,0,17,16,0.586317,4.15,297,1,0.632726,1,0.637097,1,0.630612
133,8176,133,6.53324,20,16,1,0.959548,2151,0,17,16,0.585139,4.5,297,1,0.63279,1,0.637097,1,0.631148
134,8233,134,6.53835,20,16,1,0.962594,2167,0,17,16,0.585151,5.15,297,1,0.633409,1,0.637097,1,0.631579
135,8295,135,6.55265,20,16,1,0.867334,2183,0,17,16,0.583238,5.15,297,1,0.633169,1,0.637097,1,0.628803
136,8351,136,6.55323,20,16,1,0.879601,2198,0,18,16,0.582903,4.4,297,1,0.634152,1,0.637097,1,0.631579
137,8408,137,6.52737,20,16,1,0.890641,2214,0,18,16,0.584001,4,297,1,0.635327,1,0.638945,1,0.633401
138,8466,138,6.48531,20,16,1,0.900577,2230,0,18,16,0.583882,3.75,297,1,0.635902,1,0.638945,1,0.634146
139,8523,139,6.48921,20,16,1,0.909519,2246,0,18,16,0.58478,3.95,297,1,0.636711,1,0.641851,1,0.634888
140,8581,140,6.51339,20,16,1,0.917567,2262,0,18,16,0.58514,3.35,297,1,0.637263,1,0.641851,1,0.635628
141,8642,141,6.52568,20,16,1,0.92481,2278,0,18,16,0.583948,3.75,297,1,0.637629,1,0.643863,1,0.635628
142,8701,142,6.53564,20,16,1,0.931329,2294,0,18,16,0.584139,3.6,297,1,0.638346,1,0.643863,1,0.636179
143,8762,143,6.54633,20,16,1,0.937196,2310,0,18,16,0.584376,4,297,1,0.638731,1,0.643863,1,0.636364
144,8820,144,6.54963,20,16,1,0.942477,2326,0,18,16,0.583235,4,297,1,0.638998,1,0.643863,1,0.636917
145,8879,145,6.55141,20,16,1,0.947229,2342,0,18,16,0.5818,4.75,297,1,0.639063,1,0.643863,1,0.636917
146,8941,146,6.55293,20,16,1,0.951506,2358,0,18,16,0.580841,4.8,297,1,0.639566,1,0.645161,1,0.637827
147,9004,147,6.56292,20,16,1,0.955356,2374,0,18,16,0.579815,5.1,297,1,0.639779,1,0.645161,1,0.637827
148,9066,148,6.57629,20,16,1,0.95882,2390,0,18,16,0.578236,5.3,297,1,0.639961,1,0.645161,1,0.638211
149,9128,149,6.60006,20,16,1,0.961938,2406,0,18,16,0.577334,5.3,297,1,0.639779,1,0.645161,1,0.637475
150,9189,150,6.60332,20,16,1,0.964744,2422,0,18,16,0.576485,5.3,297,1,0.639851,1,0.645161,1,0.637475
151,9248,151,6.60719,20,16,1,0.96727,2438,0,18,16,0.576195,5.05,297,1,0.639987,1,0.645161,1,0.638384
152,9307,152,6.61982,20,16,1,0.871543,2454,0,18,16,0.575062,4.55,297,1,0.639666,1,0.645161,1,0.636917
153,9365,153,6.62939,20,16,1,0.883389,2469,0,19,16,0.574851,4.35,297,1,0.640323,1,0.646,1,0.638554
154,9426,154,6.64144,20,16,1,0.89405,2485,0,19,16,0.575575,3.75,297,1,0.641484,1,0.648703,1,0.639113
155,9483,155,6.64194,20,16,1,0.903645,2501,0,19,16,0.575913,3.6,297,1,0.64246,1,0.648703,1,0.639839
156,9541,156,6.6291,20,16,1,0.91228,2517,0,19,16,0.576289,3.5,297,1,0.642952,1,0.648703,1,0.640404
157,9598,157,6.62082,20,16,1,0.920052,2533,0,19,16,0.575818,3.75,297,1,0.643275,1,0.648703,1,0.640404
158,9657,158,6.61202,20,16,1,0.927047,2549,0,19,16,0.57602,2.8,297,1,0.644373,1,0.648703,1,0.642424
159,9712,159,6.5951,20,16,1,0.933342,2565,0,19,16,0.576312,3.3,297,1,0.645228,1,0.652087,1,0.642715
160,9768,160,6.63737,20,16,1,0.939008,2581,0,19,16,0.576446,3.55,297,1,0.645845,1,0.652087,1,0.643863
161,9824,161,6.63602,20,16,1,0.846107,2597,0,19,16,0.576539,3.75,297,1,0.646211,1,0.652087,1,0.644444
